Elapsed Time,Log,RIP Resp,PPG PulseOx1,Heart Rate PulseOx1,Grip Strength Sensor 1,SpO2 PulseOx1,Pulse d(Trace)/dt,Pulse d2(Trace)/dt2,Pulse Rate (BPM),d(Pulse Rate)/dt (BPMPM),Pulse Interval (ms),Pulse RMSSD (ms),Pulse SDNN (BPM),Pulse P50 (%),Pulse Live Residual
602.348, ,-0.1875,81.685814,49,519.4665,98,0.024414063,0,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,81.35012
602.35205, ,-0.1875,81.685814,49,519.4665,98,0.024414063,0,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,81.35012
602.356, ,-0.1875,81.685814,49,519.4665,98,0.024414063,0,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,81.35012
602.36005, ,-0.1875,81.685814,49,519.4665,98,0.024414063,0,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,81.35012
602.364, ,-0.1875,81.71755,49,519.2523,98,0.03173828,0.0073242188,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,81.63984
602.36804, ,-0.1875,81.71755,49,519.2523,98,0.03173828,0.0073242188,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,81.63984
602.372, ,-0.1875,81.71755,49,519.6806,98,0.03173828,0.0073242188,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,81.63984
602.37604, ,-0.1875,81.74441,49,519.2523,98,0.026855469,-0.0048828125,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,81.85129
602.38, ,-0.1875,81.74441,49,519.2523,98,0.026855469,-0.0048828125,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,81.85129
602.38403, ,-0.1875,81.74441,49,519.2523,98,0.026855469,-0.0048828125,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,81.85129
602.388, ,-0.1875,81.75662,49,519.4665,98,0.012214661,-0.014633179,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,81.95971
602.392, ,-0.1875,81.75662,49,519.4665,98,0.012214661,-0.014633179,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,81.95971
602.39606, ,-0.1875,81.75662,49,519.4665,98,0.012214661,-0.014633179,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,81.95971
602.4, ,-0.1875,81.7322,49,519.2523,98,-0.024421692,-0.036636353,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,81.936325
602.40405, ,-0.1875,81.7322,49,519.2523,98,-0.024421692,-0.036636353,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,81.936325
602.408, ,-0.1875,81.7322,49,519.2523,98,-0.024421692,-0.036636353,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,81.936325
602.41205, ,-0.1875,81.7322,49,519.4665,98,-0.024421692,-0.036636353,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,81.936325
602.416, ,-0.1875,81.66384,49,519.4665,98,-0.068359375,-0.043930054,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,81.800644
602.42004, ,-0.1875,81.66384,49,519.2523,98,-0.068359375,-0.043930054,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,81.800644
602.424, ,-0.1875,81.66384,49,519.4665,98,-0.068359375,-0.043930054,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,81.800644
602.42804, ,-0.1875,81.54665,49,519.4665,98,-0.1171875,-0.048828125,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,81.608574
602.432, ,-0.1875,81.54665,49,519.2523,98,-0.1171875,-0.048828125,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,81.608574
602.43604, ,-0.1875,81.54665,49,519.4665,98,-0.1171875,-0.048828125,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,81.608574
602.44, ,-0.1875,81.54665,49,519.2523,98,-0.1171875,-0.048828125,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,81.608574
602.44403, ,-0.1875,81.38796,49,519.4665,98,-0.1586914,-0.041503906,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,81.40675
602.44806, ,-0.1875,81.38796,49,519.4665,98,-0.1586914,-0.041503906,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,81.40675
602.452, ,-0.1875,81.38796,49,519.4665,98,-0.1586914,-0.041503906,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,81.40675
602.45605, ,-0.1875,81.20729,49,519.4665,98,-0.18067169,-0.021987915,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,81.21116
602.46, ,-0.1875,81.20729,49,519.4665,98,-0.18067169,-0.021987915,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,81.21116
602.46405, ,-0.1875,81.20729,49,519.4665,98,-0.18067169,-0.021987915,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,81.21116
602.468, ,-0.1875,81.03151,49,519.2523,98,-0.17578125,0.0048828125,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,81.03204
602.47205, ,-0.1875,81.03151,49,519.2523,98,-0.17578125,0.0048828125,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,81.03204
602.476, ,-0.1875,81.03151,49,519.4665,98,-0.17578125,0.0048828125,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,81.03204
602.48004, ,-0.1875,80.867935,49,519.2523,98,-0.16357422,0.012207031,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,80.86799
602.484, ,-0.1875,80.867935,49,519.2523,98,-0.16357422,0.012207031,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,80.86799
602.48804, ,-0.1875,80.867935,49,519.2523,98,-0.16357422,0.012207031,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,80.86799
602.492, ,-0.1875,80.867935,49,519.2523,98,-0.16357422,0.012207031,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,80.86799
602.49603, ,-0.1875,80.73365,49,519.4665,98,-0.13428497,0.029296875,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,80.73365
602.5, ,-0.1875,80.73365,49,519.2523,98,-0.13428497,0.029296875,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,80.73365
602.504, ,-0.1875,80.73365,49,519.2523,98,-0.13428497,0.029296875,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,80.73365
602.50806, ,-0.1875,80.63111,49,519.2523,98,-0.10253906,0.03175354,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,80.63111
602.512, ,-0.1875,80.63111,49,519.2523,98,-0.10253906,0.03175354,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,80.63111
602.51605, ,-0.1875,80.63111,49,519.2523,98,-0.10253906,0.03175354,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,80.63111
602.52, ,-0.1875,80.63111,49,519.2523,98,-0.10253906,0.03175354,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,80.63111
602.52405, ,-0.1875,80.56031,49,519.2523,98,-0.07080078,0.03173828,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,80.56031
602.528, ,-0.1875,80.56031,49,519.2523,98,-0.07080078,0.03173828,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,80.56031
602.53204, ,-0.1875,80.56031,49,519.2523,98,-0.07080078,0.03173828,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,80.56031
602.536, ,-0.1875,80.51148,49,519.4665,98,-0.048828125,0.021972656,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,79.45029
602.54004, ,-0.1875,80.51148,49,519.2523,98,-0.048828125,0.021972656,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,79.45029
602.544, ,-0.1875,80.51148,49,519.2523,98,-0.048828125,0.021972656,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,79.45029
602.54803, ,-0.1875,80.47486,49,519.4665,98,-0.036621094,0.012207031,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,79.53127
602.552, ,-0.1875,80.47486,49,519.4665,98,-0.036621094,0.012207031,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,79.53127
602.556, ,-0.1875,80.47486,49,519.2523,98,-0.036621094,0.012207031,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,79.53127
602.56006, ,-0.1875,80.44312,49,519.0382,98,-0.03173828,0.0048828125,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,79.6515
602.564, ,-0.1875,80.44312,49,519.4665,98,-0.03173828,0.0048828125,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,79.6515
602.56805, ,-0.1875,80.44312,49,519.2523,98,-0.03173828,0.0048828125,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,79.6515
602.572, ,-0.1875,80.44312,49,519.4665,98,-0.03173828,0.0048828125,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,79.6515
602.57605, ,-0.1875,80.40162,48,519.4665,98,-0.041503906,-0.009765625,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,79.78352
602.58, ,-0.1875,80.40162,48,519.2523,98,-0.041503906,-0.009765625,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,79.78352
602.58405, ,-0.1875,80.40162,48,519.2523,98,-0.041503906,-0.009765625,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,79.78352
602.588, ,-0.1875,80.35035,48,519.4665,98,-0.05126953,-0.009765625,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,79.9148
602.59204, ,-0.1875,80.35035,48,519.4665,98,-0.05126953,-0.009765625,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,79.9148
602.596, ,-0.1875,80.35035,48,519.4665,98,-0.05126953,-0.009765625,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,79.9148
602.60004, ,-0.1875,80.28687,48,519.4665,98,-0.06347656,-0.012207031,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,80.02625
602.604, ,-0.1875,80.28687,48,519.4665,98,-0.06347656,-0.012207031,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,80.02625
602.60803, ,-0.1875,80.28687,48,519.4665,98,-0.06347656,-0.012207031,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,80.02625
602.612, ,-0.1875,80.28687,48,519.2523,98,-0.06347656,-0.012207031,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,80.02625
602.616, ,-0.1875,80.216064,48,519.2523,98,-0.07080841,-0.0073394775,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,80.109795
602.62006, ,-0.1875,80.216064,48,519.2523,98,-0.07080841,-0.0073394775,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,80.109795
602.624, ,-0.1875,80.216064,48,519.2523,98,-0.07080841,-0.0073394775,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,80.109795
602.62805, ,-0.1875,80.14526,48,519.2523,98,-0.07080078,0,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,80.158646
602.632, ,-0.1875,80.14526,48,519.4665,98,-0.07080078,0,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,80.158646
602.63605, ,-0.1875,80.14526,48,519.4665,98,-0.07080078,0,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,80.158646
602.64, ,-0.1875,80.08179,48,519.4665,98,-0.06347656,0.0073242188,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,80.17125
602.64404, ,-0.1875,80.08179,48,519.2523,98,-0.06347656,0.0073242188,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,80.17125
602.648, ,-0.1875,80.08179,48,519.2523,98,-0.06347656,0.0073242188,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,80.17125
602.65204, ,-0.1875,80.08179,48,519.4665,98,-0.06347656,0.0073242188,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,80.17125
602.656, ,-0.1875,80.02319,48,519.2523,98,-0.05859375,0.0048828125,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,80.13818
602.66003, ,-0.1875,80.02319,48,519.2523,98,-0.05859375,0.0048828125,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,80.13818
602.664, ,-0.1875,80.02319,48,519.2523,98,-0.05859375,0.0048828125,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,80.13818
602.668, ,-0.1875,79.971924,48,519.4665,98,-0.05126953,0.0073242188,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,79.533035
602.67206, ,-0.1875,79.971924,48,519.2523,98,-0.05126953,0.0073242188,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,79.533035
602.676, ,-0.1875,79.971924,48,519.4665,98,-0.05126953,0.0073242188,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,79.533035
602.68005, ,-0.1875,79.920654,48,519.4665,98,-0.05126953,0,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,79.594345
602.684, ,-0.1875,79.920654,48,519.2523,98,-0.05126953,0,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,79.594345
602.68805, ,-0.1875,79.920654,48,519.4665,98,-0.05126953,0,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,79.594345
602.692, ,-0.1875,79.920654,48,519.2523,98,-0.05126953,0,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,79.594345
602.69604, ,-0.1875,79.87427,48,519.4665,98,-0.04638672,0.0048828125,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,79.650314
602.7, ,-0.1875,79.87427,48,519.4665,98,-0.04638672,0.0048828125,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,79.650314
602.70404, ,-0.1875,79.87427,48,519.2523,98,-0.04638672,0.0048828125,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,79.650314
602.708, ,-0.1875,79.83032,48,519.2523,98,-0.043945313,0.0024414063,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,79.69372
602.71204, ,-0.1875,79.83032,48,519.4665,98,-0.043945313,0.0024414063,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,79.69372
602.716, ,-0.1875,79.83032,48,519.4665,98,-0.043945313,0.0024414063,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,79.69372
602.72003, ,-0.1875,79.79126,48,519.2523,98,-0.0390625,0.0048828125,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,79.71739
602.724, ,-0.1875,79.79126,48,519.2523,98,-0.0390625,0.0048828125,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,79.71739
602.728, ,-0.1875,79.79126,48,519.4665,98,-0.0390625,0.0048828125,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,79.71739
602.73206, ,-0.1875,79.79126,48,519.2523,98,-0.0390625,0.0048828125,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,79.71739
602.736, ,-0.1875,79.75952,48,519.2523,98,-0.03173828,0.0073242188,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,79.72399
602.74005, ,-0.1875,79.75952,48,519.2523,98,-0.03173828,0.0073242188,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,79.72399
602.744, ,-0.1875,79.75952,48,519.4665,98,-0.03173828,0.0073242188,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,79.72399
602.74805, ,-0.1875,79.73754,48,519.4665,98,-0.021980286,0.009765625,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,79.7221
602.752, ,-0.1875,79.73754,48,519.4665,98,-0.021980286,0.009765625,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,79.7221
602.75604, ,-0.1875,79.73754,48,519.4665,98,-0.021980286,0.009765625,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,79.7221
602.76, ,-0.1875,79.72045,48,519.4665,98,-0.017089844,0.0048980713,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,79.71441
602.76404, ,-0.1875,79.72045,48,519.4665,98,-0.017089844,0.0048980713,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,79.71441
602.768, ,-0.1875,79.72045,48,519.2523,98,-0.017089844,0.0048980713,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,79.71441
602.77203, ,-0.1875,79.72045,48,519.2523,98,-0.017089844,0.0048980713,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,79.71441
602.776, ,-0.1875,79.71313,48,519.2523,98,-0.0073242188,0.009765625,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,79.710976
602.78, ,-0.1875,79.71313,48,519.2523,98,-0.0073242188,0.009765625,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,79.710976
602.78406, ,-0.1875,79.71313,48,519.2523,98,-0.0073242188,0.009765625,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,79.710976
602.788, ,-0.1875,79.708244,48,519.4665,98,-0.0048828125,0.0024414063,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,79.70755
602.79205, ,-0.1875,79.708244,48,519.4665,98,-0.0048828125,0.0024414063,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,79.70755
602.796, ,-0.1875,79.708244,48,519.4665,98,-0.0048828125,0.0024414063,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,79.70755
602.80005, ,-0.1875,79.708244,48,519.2523,98,-0.0048828125,0.0024414063,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,79.70755
602.804, ,-0.1875,79.70092,48,519.2523,98,-0.0073242188,-0.0024414063,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,79.70072
602.80804, ,-0.1875,79.70092,48,519.4665,98,-0.0073242188,-0.0024414063,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,79.70072
602.812, ,-0.1875,79.70092,48,519.4665,98,-0.0073242188,-0.0024414063,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,79.70072
602.81604, ,-0.1875,79.68871,48,519.2523,98,-0.012207031,-0.0048828125,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,79.68866
602.82, ,-0.1875,79.68871,48,519.4665,98,-0.012207031,-0.0048828125,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,79.68866
602.82404, ,-0.1875,79.68871,48,519.4665,98,-0.012207031,-0.0048828125,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,79.68866
602.828, ,-0.1875,79.66918,48,519.4665,98,-0.01953125,-0.0073242188,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,79.66917
602.83203, ,-0.1875,79.66918,48,519.4665,98,-0.01953125,-0.0073242188,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,79.66917
602.836, ,-0.1875,79.66918,48,519.4665,98,-0.01953125,-0.0073242188,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,79.66917
602.84, ,-0.1875,79.66918,48,519.4665,98,-0.01953125,-0.0073242188,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,79.66917
602.84406, ,-0.1875,79.63744,48,519.4665,98,-0.03173828,-0.012207031,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,79.63744
602.848, ,-0.1875,79.63744,48,519.2523,98,-0.03173828,-0.012207031,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,79.63744
602.85205, ,-0.1875,79.63744,48,519.4665,98,-0.03173828,-0.012207031,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,79.63744
602.856, ,-0.1875,79.59838,48,519.2523,98,-0.0390625,-0.0073242188,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,79.59838
602.86005, ,-0.1875,79.59838,48,519.2523,98,-0.0390625,-0.0073242188,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,79.59838
602.864, ,-0.1875,79.59838,48,519.2523,98,-0.0390625,-0.0073242188,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,79.59838
602.86804, ,-0.1875,79.554436,48,519.2523,98,-0.043945313,-0.0048828125,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,79.554436
602.872, ,-0.1875,79.554436,48,519.2523,98,-0.043945313,-0.0048828125,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,79.554436
602.87604, ,-0.1875,79.554436,48,519.4665,98,-0.043945313,-0.0048828125,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,79.554436
602.88, ,-0.1875,79.554436,48,519.4665,98,-0.043945313,-0.0048828125,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,79.554436
602.88403, ,-0.1875,79.51293,48,519.4665,98,-0.041503906,0.0024414063,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,79.51293
602.888, ,-0.1875,79.51293,48,519.4665,98,-0.041503906,0.0024414063,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,79.51293
602.892, ,-0.1875,79.51293,48,519.4665,98,-0.041503906,0.0024414063,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,79.51293
602.89606, ,-0.1875,79.47143,48,519.4665,98,-0.041503906,0,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,79.47143
602.9, ,-0.1875,79.47143,48,519.2523,98,-0.041503906,0,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,79.47143
602.90405, ,-0.1875,79.47143,48,519.2523,98,-0.041503906,0,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,79.47143
602.908, ,-0.1875,79.432365,48,519.4665,98,-0.0390625,0.0024414063,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,79.432365
602.91205, ,-0.1875,79.432365,48,519.4665,98,-0.0390625,0.0024414063,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,79.432365
602.916, ,-0.1875,79.432365,48,519.4665,98,-0.0390625,0.0024414063,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,79.432365
602.92004, ,-0.1875,79.38842,48,519.2523,98,-0.043945313,-0.0048828125,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,79.38842
602.924, ,-0.1875,79.38842,48,519.4665,98,-0.043945313,-0.0048828125,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,79.38842
602.92804, ,-0.1875,79.38842,48,519.4665,98,-0.043945313,-0.0048828125,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,79.38842
602.932, ,-0.1875,79.38842,48,519.2523,98,-0.043945313,-0.0048828125,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,79.38842
602.93604, ,-0.1875,79.34203,48,519.4665,98,-0.04638672,-0.0024414063,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,79.34203
602.94, ,-0.1875,79.34203,48,519.4665,98,-0.04638672,-0.0024414063,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,79.34203
602.94403, ,-0.1875,79.34203,48,519.2523,98,-0.04638672,-0.0024414063,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,79.34203
602.94806, ,-0.1875,79.29565,48,519.4665,98,-0.04638672,0,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,79.29565
602.952, ,-0.1875,79.29565,48,519.2523,98,-0.04638672,0,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,79.29565
602.95605, ,-0.1875,79.29565,48,519.2523,98,-0.04638672,0,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,79.29565
602.96, ,-0.1875,79.256584,48,519.2523,98,-0.0390625,0.0073242188,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,79.256584
602.96405, ,-0.1875,79.256584,48,519.4665,98,-0.0390625,0.0073242188,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,79.256584
602.968, ,-0.1875,79.256584,48,519.2523,98,-0.0390625,0.0073242188,46.09843,-15.223977,1253.3334,553.1013,6.9544387,44.444447,79.256584
